disposition,ra,dec,st_pmra,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_eqt,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_rad,st_raderr1,st_raderr2,st_radlim
1,268.693269,-53.392923,-2.431,0.0,-8.443,0.05,-0.05,0.0,2459387.736148,0.000774,-0.000774,0,1.0815202,1.7e-06,-1.7e-06,0,1.317,0.077,-0.077,0,9050.0,7.05463,-7.05463,0,17.3782,1.0167,-1.0167,0,1428.47,1712.0,12.4794,0.006,-0.006,0,834.968,20.203,-20.203,0,6260.0,133.8,-133.8,0,4.02,0.09,-0.09,0,1.78,0.09,-0.09,0
4,271.324167,-34.107171,0.421,0.0,-16.943,0.09,-0.09,0.0,2459383.760485,0.000818,-0.000818,0,2.0180196,3.4e-06,-3.4e-06,0,1.967,0.069,-0.069,0,15190.0,7.1664,-7.1664,0,12.168,0.698399,-0.698399,0,520.136,1330.0,11.3208,0.006,-0.006,0,217.193,2.7145,-2.7145,0,5544.0,131.1,-131.1,0,4.47,0.08,-0.08,0,0.96,0.05,-0.05,0
2,271.039719,-34.12037,-4.526,0.0,-5.123,0.151,-0.151,0.0,2459384.151235,0.008855,-0.008855,0,3.1785277,5.95e-05,-5.95e-05,0,5.974,0.655,-0.655,0,20330.0,3908.66,-3908.66,0,10.37830827575075,1.481857536021982,-1.481857536021982,0,788.118,1476.0,12.7825,0.007,-0.007,0,6634.95,3149.75,-3149.75,0,3540.7,294.1,-294.1,0,4.305148136020152,0.1800801672260612,-0.1800801672260612,0,1.4046020899399398,0.07458443695733533,-0.07458443695733533,0
1,270.881486,-35.447285,-1.061654823059361,0.0,-9.084782819634704,0.21951769406392693,-0.21951769406392693,0.0,2458674.781485,0.008369,-0.008369,0,3.9823479,0.003558,-0.003558,0,4.463,1.02,-1.02,0,32030.0,267.429,-267.429,0,10.37830827575075,1.481857536021982,-1.481857536021982,0,197.455,1044.0,13.334,0.055,-0.055,0,475.97416882599276,20.01366261459135,-20.01366261459135,0,3986.0,125.8,-125.8,0,4.305148136020152,0.1800801672260612,-0.1800801672260612,0,1.4046020899399398,0.07458443695733533,-0.07458443695733533,0
1,276.041754,-51.036649,-2.33,0.0,-8.422,0.032,-0.032,0.0,2458680.862806,0.002022,-0.002022,0,1.9242952,0.0002792,-0.0002792,0,3.075,0.155,-0.155,0,12690.0,6.66582,-6.66582,0,16.9815,0.94611,-0.94611,0,2478.4,1965.0,12.8757,0.006,-0.006,0,851.085,13.6305,-13.6305,0,6324.3,126.2,-126.2,0,4.19,0.09,-0.09,0,1.48,0.07,-0.07,0
1,279.109348,-57.452396,-2.026,0.0,0.723,0.066,-0.066,0.0,2458682.073691,0.003286,-0.003286,0,2.265394,0.000567,-0.000567,0,3.478,0.349,-0.349,0,4540.0,4.40374,-4.40374,0,12.6882,1.03445,-1.03445,0,1585.08,1757.0,12.5521,0.006,-0.006,0,744.585,38.19,-38.19,0,5568.0,128.3,-128.3,0,3.89,0.1,-0.1,0,1.86,0.14,-0.14,0
1,278.746802,-55.663421,-1.061654823059361,0.0,-9.084782819634704,0.21951769406392693,-0.21951769406392693,0.0,2458681.503016,0.002079,-0.002079,0,10.1822686,0.0028618,-0.0028618,0,2.424,0.642,-0.642,0,12570.0,53.5887,-53.5887,0,10.37830827575075,1.481857536021982,-1.481857536021982,0,2199.2662033948973,1284.626968292529,12.388,0.022,-0.022,0,535.977,20.01366261459135,-20.01366261459135,0,5801.67330950679,209.6249018177751,-209.6249018177751,0,4.305148136020152,0.1800801672260612,-0.1800801672260612,0,1.4046020899399398,0.07458443695733533,-0.07458443695733533,0
1,275.147902,-58.253155,-0.21,0.0,-0.681,0.039,-0.039,0.0,2459388.953701,0.001693,-0.001693,0,1.2436504,3.8e-06,-3.8e-06,0,1.215,0.13,-0.13,0,7630.0,14.4777,-14.4777,0,11.1385,1.481857536021982,-1.481857536021982,0,828.458,1494.0,13.3234,0.006,-0.006,0,781.789,20.9495,-20.9495,0,6070.0,122.0,-122.0,0,4.35,0.1800801672260612,-0.1800801672260612,0,1.18,0.07458443695733533,-0.07458443695733533,0
1,271.923408,-42.543178,-4.562,0.0,-15.268,0.054,-0.054,0.0,2459385.193619,0.001669,-0.001669,0,1.4893582,4.7e-06,-4.7e-06,0,1.286,0.318,-0.318,0,8600.0,599.159,-599.159,0,12.5424,3.03828,-3.03828,0,1946.1,1850.0,12.5052,0.006,-0.006,0,533.245,9.3415,-9.3415,0,6208.0,126.3,-126.3,0,4.42,0.08,-0.08,0,1.11,0.05,-0.05,0
1,271.611136,-44.117222,2.41,0.0,-0.633,1.144,-1.144,0.0,2459386.458653,0.001062,-0.001062,0,3.7465541,9e-06,-9e-06,0,2.623,0.218,-0.218,0,12890.0,95.4802,-95.4802,0,10.37830827575075,1.481857536021982,-1.481857536021982,0,824.101,1492.0,12.2962,0.006,-0.006,0,475.97416882599276,20.01366261459135,-20.01366261459135,0,5766.6,229.2,-229.2,0,4.305148136020152,0.1800801672260612,-0.1800801672260612,0,1.4046020899399398,0.07458443695733533,-0.07458443695733533,0
5,36.498718,-63.647607,-3.306,0.0,-13.937,0.037,-0.037,0.0,2460188.713023,0.000255,-0.000255,0,17.9160113,3.5e-06,-3.5e-06,0,1.889,0.07,-0.07,0,9906.0,690.225,-690.225,0,18.2667,0.987092,-0.987092,0,27.7718,639.0,9.5498,0.006,-0.006,0,199.657,0.8155,-0.8155,0,6090.2,99.1,-99.1,0,4.11,0.31,-0.31,0,1.57,0.07,-0.07,0
5,270.726679,-55.841807,-12.0,0.0,0.0,3.4,-3.4,0.0,2459376.818774,0.00086,-0.00086,0,11.968028,2.6e-05,-2.6e-05,0,3.925,0.111,-0.111,0,9480.0,929.658,-929.658,0,32.6917,1.481857536021982,-1.481857536021982,0,495.179,1284.626968292529,10.9207,0.006,-0.006,0,402.859,20.01366261459135,-20.01366261459135,0,6701.0,209.6249018177751,-209.6249018177751,0,4.305148136020152,0.1800801672260612,-0.1800801672260612,0,1.57,0.07458443695733533,-0.07458443695733533,0
1,268.399733,-59.653938,6.714,0.0,-9.147,0.041,-0.041,0.0,2459386.224917,0.001741,-0.001741,0,8.6369598,3.96e-05,-3.96e-05,0,4.91,0.551,-0.551,0,13620.0,14.695,-14.695,0,13.0862,0.783856,-0.783856,0,439.615,1275.0,12.7691,0.006,-0.006,0,543.009,6.2335,-6.2335,0,6040.0,137.5,-137.5,0,4.45,0.08,-0.08,0,1.04,0.05,-0.05,0
1,266.358966,-56.882951,-9.733,0.0,-24.925,0.063,-0.063,0.0,2459383.417373,0.00096,-0.00096,0,5.9709305,1.1e-05,-1.1e-05,0,3.145,0.104,-0.104,0,11800.0,2.59435,-2.59435,0,12.3371,0.622648,-0.622648,0,180.951,1021.0,11.8482,0.006,-0.006,0,340.802,4.3255,-4.3255,0,5748.0,126.0,-126.0,0,4.38,0.08,-0.08,0,1.09,0.05,-0.05,0
1,275.164944,-39.220957,9.755,0.0,-15.582,0.041,-0.041,0.0,2458680.4761,0.00594,-0.00594,0,2.3651663,0.0010118,-0.0010118,0,2.462,0.478,-0.478,0,15360.0,56.303,-56.303,0,19.4747,1.481857536021982,-1.481857536021982,0,851.541,1504.0,13.4411,0.006,-0.006,0,991.209,25.639,-25.639,0,5805.0,123.0,-123.0,0,4.1,0.1800801672260612,-0.1800801672260612,0,1.51,0.07458443695733533,-0.07458443695733533,0
1,272.450977,-31.891545,-9.895,0.0,-3.343,0.093,-0.093,0.0,2458678.653544,0.00372,-0.00372,0,3.2229781,0.0011213,-0.0011213,0,3.793,0.871,-0.871,0,9310.0,405.136,-405.136,0,14.58,2.97346,-2.97346,0,2054.13,1875.0,10.9308,0.007,-0.007,0,248.097,5.077,-5.077,0,5488.0,139.9,-139.9,0,4.2,0.08,-0.08,0,1.29,0.07,-0.07,0
1,268.05232,-45.1783,-1.123,0.0,-4.392,0.043,-0.043,0.0,2459386.770681,0.002116,-0.002116,0,2.1917701,9.4e-06,-9.4e-06,0,3.145,0.162,-0.162,0,11650.0,5.65744,-5.65744,0,20.1864,1.481857536021982,-1.481857536021982,0,3396.72,2126.0,13.207,0.006,-0.006,0,1356.21,49.045,-49.045,0,7222.0,123.0,-123.0,0,4.12,0.1800801672260612,-0.1800801672260612,0,1.84,0.07458443695733533,-0.07458443695733533,0
1,283.664945,-47.994244,-19.549,0.0,-95.54,0.058,-0.058,0.0,2458681.381272,0.003443,-0.003443,0,4.8692603,0.0013765,-0.0013765,0,2.538,0.686,-0.686,0,5510.0,600.394,-600.394,0,6.32448,1.96147,-1.96147,0,215.764,1067.0,11.9812,0.006,-0.006,0,132.574,0.7525,-0.7525,0,4323.0,124.0,-124.0,0,4.58,0.1,-0.1,0,0.7,0.06,-0.06,0
2,118.348267,-36.803031,18.437,0.0,0.972,0.039,-0.039,0.0,2459251.478562,0.004996,-0.004996,0,3.0591641,2.76e-05,-2.76e-05,0,4.25,0.601,-0.601,0,2110.0,3.55194,-3.55194,0,7.01214,0.460945,-0.460945,0,2296.74,1928.0,12.0536,0.006,-0.006,0,491.072,5.583,-5.583,0,4999.4,290.5,-290.5,0,4.305148136020152,0.1800801672260612,-0.1800801672260612,0,1.59,0.07,-0.07,0
1,117.924589,-37.171337,-7.5,0.0,6.9,2.7,-2.7,0.0,2459250.961281,0.002875,-0.002875,0,2.6156239,1.2e-05,-1.2e-05,0,2.101,0.228,-0.228,0,2340.0,2.67833,-2.67833,0,4.05281,0.214842,-0.214842,0,1128.14,1614.0,11.4872,0.006,-0.006,0,820.182,20.01366261459135,-20.01366261459135,0,7002.0,132.8,-132.8,0,4.305148136020152,0.1800801672260612,-0.1800801672260612,0,0.83,0.03,-0.03,0
5,108.967811,-4.24652,0.296,0.0,2.296,0.06,-0.06,0.0,2459225.652172,0.0013,-0.0013,0,2.0272642,6.4e-06,-6.4e-06,0,0.977,0.242,-0.242,0,4320.0,18.6478,-18.6478,0,13.445,1.05548,-1.05548,0,388.165,1236.0,11.3546,0.006,-0.006,0,574.167,11.7,-11.7,0,6505.5,152.8,-152.8,0,4.305148136020152,0.1800801672260612,-0.1800801672260612,0,1.81,0.08,-0.08,0
2,21.32225,-39.947872,-13.501,0.0,-13.674,0.027,-0.027,0.0,2458354.86627,0.00394,-0.00394,0,1.26092,0.0004,-0.0004,0,2.718,0.72,-0.72,0,4825.94,27.7901,-27.7901,0,8.46782,0.678134,-0.678134,0,5014.81,2344.0,12.3571,0.006,-0.006,0,472.613,4.7065,-4.7065,0,5875.0,75.2,-75.2,0,4.36,0.1800801672260612,-0.1800801672260612,0,1.11,0.03,-0.03,0
1,141.699699,-38.626819,50.816,0.0,-25.3,0.048,-0.048,0.0,2459988.846054,0.004916,-0.004916,0,2.2358979,1.14e-05,-1.14e-05,0,1.588,0.415,-0.415,0,610.0,6.99303,-6.99303,0,3.28794,0.345418,-0.345418,0,851.912,1505.0,10.6418,0.006,-0.006,0,112.087,0.342,-0.342,0,4793.8,119.1,-119.1,0,4.42,0.09,-0.09,0,0.9,0.06,-0.06,0
1,162.916411,-44.985551,0.063,0.0,-7.869,0.06,-0.06,0.0,2459327.23565,0.000585,-0.000585,0,4.311529,0.0001052,-0.0001052,0,2.699,0.1,-0.1,0,9820.0,1.68729,-1.68729,0,15.9679,1.57675,-1.57675,0,364.211,1217.0,10.9932,0.007,-0.007,0,388.82,6.4115,-6.4115,0,6777.0,134.5,-134.5,0,4.29,0.09,-0.09,0,1.57,0.15,-0.15,0
1,64.841462,-74.585973,-6.575,0.0,57.524,0.035,-0.035,0.0,2459985.597418,0.011843,-0.011843,0,13.8198458,0.0001557,-0.0001557,0,4.946,1.179,-1.179,0,302.0,26.0071,-26.0071,0,3.20854,0.251196,-0.251196,0,114.274,910.0,10.2756,0.006,-0.006,0,281.692,1.448,-1.448,0,5598.0,127.2,-127.2,0,3.85,0.08,-0.08,0,1.96,0.1,-0.1,0
1,106.529815,-75.819559,-5.96,0.0,38.599,0.037,-0.037,0.0,2460174.14998,0.000776,-0.000776,0,4.6658007,3.3e-06,-3.3e-06,0,2.609,0.033,-0.033,0,565.0,7.37223,-7.37223,0,2.17821,0.11227,-0.11227,0,216.429,1068.0,8.7843,0.006,-0.006,0,78.7577,0.1213,-0.1213,0,6365.0,197.0,-197.0,0,4.54516,0.284258,-0.284258,0,1.02,0.05,-0.05,0
1,106.529815,-75.819559,-5.96,0.0,38.599,0.037,-0.037,0.0,2460167.789582,0.000888,-0.000888,0,8.8176457,8.1e-06,-8.1e-06,0,3.076,0.102,-0.102,0,645.0,11.2249,-11.2249,0,2.36114,0.123182,-0.123182,0,85.6924,847.0,8.7843,0.006,-0.006,0,78.7577,0.1213,-0.1213,0,6365.0,197.0,-197.0,0,4.54516,0.284258,-0.284258,0,1.02,0.05,-0.05,0
1,95.151882,-59.754672,-5.251,0.0,16.627,0.042,-0.042,0.0,2459983.76351,0.004728,-0.004728,0,46.3810093,0.0005605,-0.0005605,0,5.9182924,0.6630296,-0.6630296,0,1231.0424962,99.808014,-99.808014,0,6.0742549,1.6039797,-1.6039797,0,55.3597234,695.6939513,10.9567,0.006,-0.006,0,415.22,3.7005,-3.7005,0,6307.9,111.3,-111.3,0,4.07,0.08,-0.08,0,1.69625,0.072387,-0.072387,0
1,79.323673,-59.068391,11.998,0.0,37.044,0.046,-0.046,0.0,2459362.14905,0.004919,-0.004919,0,15.6600896,0.0001737,-0.0001737,0,4.785,0.583,-0.583,0,400.0,0.726227,-0.726227,0,2.14305,0.143654,-0.143654,0,110.915,904.0,10.8204,0.006,-0.006,0,261.681,1.532,-1.532,0,6257.0,134.1,-134.1,0,4.42,0.08,-0.08,0,1.13,0.05,-0.05,0
1,25.719671,-48.78843,18.304,0.0,25.095,0.037,-0.037,0.0,2459136.464144,0.002967,-0.002967,0,2.9122454,1.7e-05,-1.7e-05,0,3.269,0.326,-0.326,0,1210.0,1.63314,-1.63314,0,5.08343,0.341509,-0.341509,0,862.596,1509.0,12.1289,0.006,-0.006,0,495.996,7.237,-7.237,0,5466.0,137.6,-137.6,0,3.94,0.12,-0.12,0,1.46,0.08,-0.08,0
2,110.390835,-21.93839,-4.179,0.0,2.297,0.058,-0.058,0.0,2459229.684104,0.001989,-0.001989,0,2.6535777,0.0003826,-0.0003826,0,2.1014914,0.3624995,-0.3624995,0,1446.2753601,105.75453,-105.75453,0,6.685956,2.0409603,-2.0409603,0,4941.3523429,2138.3618868,11.0285,0.012,-0.012,0,607.29,13.915,-13.915,0,8037.0,156.255,-156.255,0,4.26402,0.0793857,-0.0793857,0,1.70185,0.0645226,-0.0645226,0
2,133.542032,-48.072792,-13.597,0.0,5.808,0.049,-0.049,0.0,2459296.556389,0.002237,-0.002237,0,8.8088443,3.58e-05,-3.58e-05,0,4.411,0.582,-0.582,0,3550.0,7.18568,-7.18568,0,10.7596,0.583036,-0.583036,0,2579.38,1985.0,10.5387,0.006,-0.006,0,454.844,6.149,-6.149,0,8072.0,235.3,-235.3,0,4.37,0.53,-0.53,0,1.58,0.05,-0.05,0
1,142.919776,-63.367397,43.867,0.0,-29.297,0.049,-0.049,0.0,2460013.996804,0.007358,-0.007358,0,15.8118347,9.87e-05,-9.87e-05,0,4.449,0.568,-0.568,0,601.0,38.1702,-38.1702,0,2.24252,0.144711,-0.144711,0,70.4363,807.0,9.6216,0.006,-0.006,0,119.49,0.334,-0.334,0,5746.7,49.9,-49.9,0,4.43,0.27,-0.27,0,1.01,0.05,-0.05,0
2,70.670279,-64.885209,-11.324,0.0,-2.566,0.08,-0.08,0.0,2459328.954596,0.000334,-0.000334,0,17.7075811,1.14e-05,-1.14e-05,0,1.878,0.067,-0.067,0,4600.0,41.0094,-41.0094,0,26.2792,2.19335,-2.19335,0,107.347,896.0,9.9524,0.006,-0.006,0,600.497,14.7285,-14.7285,0,7859.0,158.5,-158.5,0,4.12,1.52,-1.52,0,2.8,0.1,-0.1,0
5,123.676678,-55.642735,-10.663,0.0,18.239,0.06,-0.06,0.0,2459296.79959,0.001605,-0.001605,0,16.7375044,5.59e-05,-5.59e-05,0,1.319,0.215,-0.215,0,2570.0,4.32422,-4.32422,0,16.0108,1.01737,-1.01737,0,12.3014,521.0,10.6857,0.006,-0.006,0,564.342,10.632,-10.632,0,6549.0,136.5,-136.5,0,3.62,0.09,-0.09,0,2.97,0.14,-0.14,0
5,144.456031,-59.115086,-48.692,0.0,20.043,0.049,-0.049,0.0,2459293.124687,0.000518,-0.000518,0,10.5634342,1.26e-05,-1.26e-05,0,1.011,0.111,-0.111,0,11150.0,22.8131,-22.8131,0,12.1545,1.03408,-1.03408,0,3.01202,367.0,10.956,0.006,-0.006,0,136.169,0.522,-0.522,0,4688.0,125.4,-125.4,0,4.33,0.09,-0.09,0,0.99,0.07,-0.07,0
4,155.984143,-56.843117,-24.125,0.0,7.716,0.046,-0.046,0.0,2460031.240934,0.002304,-0.002304,0,18.0953159,4.48e-05,-4.48e-05,0,2.627,0.709,-0.709,0,3176.0,281.152,-281.152,0,12.0619,0.700945,-0.700945,0,37.2117,688.0,10.3823,0.006,-0.006,0,366.987,4.2115,-4.2115,0,6509.8,102.5,-102.5,0,3.99,0.63,-0.63,0,1.8,0.08,-0.08,0
1,138.759017,-54.314261,-6.515,0.0,5.795,0.132,-0.132,0.0,2460007.793273,0.006039,-0.006039,0,9.7433732,5.43e-05,-5.43e-05,0,3.747,1.265,-1.265,0,1566.0,1719.91,-1719.91,0,10.37830827575075,1.481857536021982,-1.481857536021982,0,2199.2662033948973,1284.626968292529,10.2509,0.047,-0.047,0,2157.7,410.345,-410.345,0,8582.0,170.6,-170.6,0,4.09,1.39,-1.39,0,1.4046020899399398,0.07458443695733533,-0.07458443695733533,0
4,144.537771,-49.335223,-26.538,0.0,14.007,0.055,-0.055,0.0,2459990.15956,0.000931,-0.000931,0,5.8769438,0.0001851,-0.0001851,0,4.5933803,0.0823319,-0.0823319,0,7168.7849256,113.04359,-113.04359,0,12.3925008,0.6777663,-0.6777663,0,511.3176191,1212.8090781,10.8137,0.006,-0.006,0,277.899,2.483,-2.483,0,5805.0,133.1,-133.1,0,4.13,0.08,-0.08,0,1.4484,0.0721859,-0.0721859,0
1,146.497112,-46.267641,-42.412,0.0,8.691,0.05,-0.05,0.0,2459992.694528,0.00076,-0.00076,0,5.3928876,4.02e-05,-4.02e-05,0,3.8463963,0.0594015,-0.0594015,0,7447.1137923,98.452286,-98.452286,0,12.0135136,0.5904292,-0.5904292,0,511.6375558,1212.9987503,10.8467,0.006,-0.006,0,273.225,2.3585,-2.3585,0,5970.0,133.3,-133.3,0,4.24,0.08,-0.08,0,1.3179801,0.0624095,-0.0624095,0
1,155.332076,-50.081462,-31.6,0.0,11.6,1.9,-1.9,0.0,2459328.32233,0.000893,-0.000893,0,8.4562659,1.27e-05,-1.27e-05,0,4.338,0.206,-0.206,0,8430.0,385.328,-385.328,0,17.3093,1.481857536021982,-1.481857536021982,0,833.599,1284.626968292529,10.7038,0.007,-0.007,0,238.294,20.01366261459135,-20.01366261459135,0,6144.0,209.6249018177751,-209.6249018177751,0,4.305148136020152,0.1800801672260612,-0.1800801672260612,0,1.3,0.07458443695733533,-0.07458443695733533,0
1,147.793034,-49.410563,-5.553,0.0,2.362,0.237,-0.237,0.0,2459991.785217,0.002094,-0.002094,0,3.7493233,2.74e-05,-2.74e-05,0,2.274,0.279,-0.279,0,1170.0,2.22806,-2.22806,0,10.37830827575075,1.481857536021982,-1.481857536021982,0,2199.2662033948973,1284.626968292529,10.6973,0.024,-0.024,0,5366.25,1904.19,-1904.19,0,5801.67330950679,209.6249018177751,-209.6249018177751,0,4.305148136020152,0.1800801672260612,-0.1800801672260612,0,1.4046020899399398,0.07458443695733533,-0.07458443695733533,0
1,118.086505,-37.720846,-2.737,0.0,6.263,0.034,-0.034,0.0,2459276.067282,0.006018,-0.006018,0,7.2611991,8.63e-05,-8.63e-05,0,3.389,0.988,-0.988,0,3980.0,628.747,-628.747,0,15.4357,5.05852,-5.05852,0,1167.97,1628.0,12.8281,0.006,-0.006,0,886.655,12.769,-12.769,0,6702.0,131.5,-131.5,0,4.07,0.09,-0.09,0,1.82,0.08,-0.08,0
2,134.39908,-36.850749,-6.195,0.0,1.569,3.046,-3.046,0.0,2459278.824926,0.003225,-0.003225,0,3.5463582,1.97e-05,-1.97e-05,0,4.168,0.621,-0.621,0,6020.0,8.42887,-8.42887,0,10.37830827575075,1.481857536021982,-1.481857536021982,0,922.838,1535.0,12.7345,0.006,-0.006,0,815.313,20.01366261459135,-20.01366261459135,0,5453.0,291.1,-291.1,0,4.305148136020152,0.1800801672260612,-0.1800801672260612,0,1.4046020899399398,0.07458443695733533,-0.07458443695733533,0
2,7.330079,-50.140052,27.779,0.0,18.042,1.146,-1.146,0.0,2458360.61731,0.00148,-0.00148,0,6.87168,0.00112,-0.00112,0,3.16,0.165,-0.165,0,39248.4,3340.78,-3340.78,0,28.967,8.47293,-8.47293,0,380.128,1230.0,12.0235,0.006,-0.006,0,292.682,20.01366261459135,-20.01366261459135,0,5446.0,57.0,-57.0,0,4.43,2.0,-2.0,0,1.33,0.03,-0.03,0
1,117.781828,-41.578402,2.154,0.0,-1.175,0.049,-0.049,0.0,2459990.539613,0.003535,-0.003535,0,2.3506831,1.23e-05,-1.23e-05,0,2.743,0.303,-0.303,0,1940.0,2.01559,-2.01559,0,6.39563,0.352356,-0.352356,0,1871.52,1832.0,12.0148,0.006,-0.006,0,549.076,8.4845,-8.4845,0,6589.0,131.1,-131.1,0,4.24,0.09,-0.09,0,1.47,0.06,-0.06,0
1,132.699163,-35.006901,-6.6,0.0,6.3,2.2,-2.2,0.0,2459963.843356,0.001907,-0.001907,0,3.5071842,0.0002187,-0.0002187,0,3.3833003,0.1224738,-0.1224738,0,3155.9223023,121.39443,-121.39443,0,11.2416379,0.3421159,-0.3421159,0,2055.0809424,1716.6692962,11.5432,0.006,-0.006,0,627.758,20.01366261459135,-20.01366261459135,0,7462.0,209.6249018177751,-209.6249018177751,0,4.305148136020152,0.1800801672260612,-0.1800801672260612,0,1.85807,0.07458443695733533,-0.07458443695733533,0
2,117.531459,-38.714129,-3.709,0.0,4.425,0.031,-0.031,0.0,2459273.404704,0.002583,-0.002583,0,11.0701242,6.49e-05,-6.49e-05,0,4.097,0.886,-0.886,0,11750.0,24.2363,-24.2363,0,10.37830827575075,1.481857536021982,-1.481857536021982,0,2199.2662033948973,1284.626968292529,13.1038,0.009,-0.009,0,1521.09,41.2,-41.2,0,5801.67330950679,209.6249018177751,-209.6249018177751,0,4.305148136020152,0.1800801672260612,-0.1800801672260612,0,1.4046020899399398,0.07458443695733533,-0.07458443695733533,0
1,132.627958,-31.982173,-0.814,0.0,-5.679,0.026,-0.026,0.0,2459968.501117,0.007,-0.007,0,6.534605,5.91e-05,-5.91e-05,0,2.957,0.497,-0.497,0,6530.0,21.0504,-21.0504,0,12.2512,0.940269,-0.940269,0,167.262,1001.0,12.889,0.006,-0.006,0,677.509,8.216,-8.216,0,5826.0,130.3,-130.3,0,4.16,0.08,-0.08,0,1.41,0.07,-0.07,0
1,117.265588,-36.677812,-1.689,0.0,2.127,0.027,-0.027,0.0,2459251.491473,0.000895,-0.000895,0,2.6543295,4.3e-06,-4.3e-06,0,3.275,0.1,-0.1,0,18470.0,4.96657,-4.96657,0,23.745,1.481857536021982,-1.481857536021982,0,2779.92,2022.0,13.0959,0.007,-0.007,0,1040.31,18.29,-18.29,0,7517.0,122.0,-122.0,0,4.21,0.1800801672260612,-0.1800801672260612,0,1.71,0.07458443695733533,-0.07458443695733533,0
2,130.052164,-31.994286,8.421,0.0,-11.26,0.031,-0.031,0.0,2459279.83151,0.004596,-0.004596,0,1.2368321,1.05e-05,-1.05e-05,0,2.144,0.486,-0.486,0,1930.0,6.87011,-6.87011,0,7.3968,0.583536,-0.583536,0,3451.44,2135.0,12.6206,0.006,-0.006,0,735.596,9.045,-9.045,0,6117.0,136.0,-136.0,0,4.1,0.08,-0.08,0,1.59,0.08,-0.08,0
1,117.091727,-38.018985,-3.674,0.0,3.14,0.034,-0.034,0.0,2459271.005292,0.006425,-0.006425,0,4.7260751,5.19e-05,-5.19e-05,0,4.275,1.324,-1.324,0,6910.0,439.223,-439.223,0,14.7931,1.481857536021982,-1.481857536021982,0,4023.58,2218.0,13.4213,0.007,-0.007,0,1055.67,20.775,-20.775,0,7311.0,122.0,-122.0,0,4.27,0.1800801672260612,-0.1800801672260612,0,1.55,0.07458443695733533,-0.07458443695733533,0
2,127.670065,-40.280004,-2.163,0.0,-0.308,0.033,-0.033,0.0,2459278.383405,0.001556,-0.001556,0,0.5241284,2.1e-06,-2.1e-06,0,1.017,0.175,-0.175,0,2400.0,1167.7,-1167.7,0,16.7968,7.37714,-7.37714,0,16094.6,3137.0,12.5004,0.006,-0.006,0,810.822,14.079,-14.079,0,5860.0,135.1,-135.1,0,3.88,0.08,-0.08,0,1.95,0.1,-0.1,0
1,121.289884,-41.187617,-5.545,0.0,8.331,0.043,-0.043,0.0,2459964.540864,0.002919,-0.002919,0,2.6101478,1.12e-05,-1.12e-05,0,4.3645203,0.1884111,-0.1884111,0,2843.8872049,118.47936,-118.47936,0,15.9448335,0.8425055,-0.8425055,0,9842.1090407,2540.3396841,12.0588,0.009,-0.009,0,915.563,22.8015,-22.8015,0,5320.0,103.6,-103.6,0,4.21,1.97,-1.97,0,2.6926401,0.118834,-0.118834,0
2,119.75408,-25.648554,7.547,0.0,-8.12,0.052,-0.052,0.0,2459250.615192,0.00238,-0.00238,0,1.6117444,5.8e-06,-5.8e-06,0,1.524,0.177,-0.177,0,3120.0,4.11024,-4.11024,0,6.63491,0.421165,-0.421165,0,847.062,1502.0,12.1038,0.006,-0.006,0,446.453,7.7885,-7.7885,0,6056.0,134.5,-134.5,0,4.38,0.08,-0.08,0,1.14,0.06,-0.06,0
3,7.709529,-40.573461,38.231,0.0,-9.135,0.039,-0.039,0.0,2459108.86073,0.00095,-0.00095,0,5.36777,1e-05,-1e-05,0,4.271,0.164,-0.164,0,6650.0,0.921726,-0.921726,0,14.2607,0.695606,-0.695606,0,747.132,1456.0,11.3151,0.006,-0.006,0,542.251,9.952,-9.952,0,6561.0,138.0,-138.0,0,4.1,0.09,-0.09,0,1.72,0.08,-0.08,0
5,121.585737,-22.094073,-0.4,0.0,8.6,3.8,-3.8,0.0,2459249.847236,0.007539,-0.007539,0,2.0086823,2.42e-05,-2.42e-05,0,1.903,0.412,-0.412,0,1150.0,5.37793,-5.37793,0,7.75485,1.481857536021982,-1.481857536021982,0,3645.6,1284.626968292529,11.756,0.006,-0.006,0,1062.66,20.01366261459135,-20.01366261459135,0,8516.0,209.6249018177751,-209.6249018177751,0,4.305148136020152,0.1800801672260612,-0.1800801672260612,0,2.19,0.07458443695733533,-0.07458443695733533,0
