disposition,ra,dec,st_pmra,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_eqt,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_rad,st_raderr1,st_raderr2,st_radlim
1,180.726502,74.061009,-168.724,0.0,-29.722,0.037,-0.037,0.0,2460322.358008,0.004243,-0.004243,0,20.8774413,0.0001096,-0.0001096,0,3.562,0.306,-0.306,0,771.0,31.1713,-31.1713,0,2.16145,0.134898,-0.134898,0,17.8402,572.0,9.5966,0.006,-0.006,0,93.2276,0.18145,-0.18145,0,5396.0,121.99,-121.99,0,4.50457,0.0812179,-0.0812179,0,0.9,0.05,-0.05,0
1,309.353641,22.654366,54.072,0.0,-57.845,0.062,-0.062,0.0,2459445.579966,0.001834,-0.001834,0,1.0228925,6.6e-06,-6.6e-06,0,1.156,0.205,-0.205,0,210.0,0.673588,-0.673588,0,1.35281,0.110924,-0.110924,0,670.032,1417.0,8.5325,0.006,-0.006,0,46.5539,0.0783,-0.0783,0,5098.0,125.822,-125.822,0,4.54682,0.0834493,-0.0834493,0,0.82,0.05,-0.05,0
1,287.242092,57.344126,12.159,0.0,-13.194,0.052,-0.052,0.0,2459765.819264,0.000253,-0.000253,0,2.7441672,1e-06,-1e-06,0,1.418,0.168,-0.168,0,5650.0,0.181862,-0.181862,0,7.84317,0.519602,-0.519602,0,172.233,1009.0,10.634,0.008,-0.008,0,141.755,0.5485,-0.5485,0,5040.0,134.474,-134.474,0,4.38482,0.0895632,-0.0895632,0,0.97,0.06,-0.06,0
3,292.24719,47.969543,-18.281,0.0,8.91,0.037,-0.037,0.0,2460364.770464,0.003039,-0.003039,0,2.2046665,8.8e-06,-8.8e-06,0,3.9767263,0.012859,-0.012859,0,6530.6044983,20.723417,-20.723417,0,16.8192478,0.6873013,-0.6873013,0,4831.1196391,2126.3350484,10.0274,0.006,-0.006,0,341.079,2.414,-2.414,0,6532.23,109.214,-109.214,0,3.96818,0.0816647,-0.0816647,0,1.99356,0.0812563,-0.0812563,0
4,197.996583,65.833697,-150.652,0.0,-25.368,0.039,-0.039,0.0,2459649.751299,0.001187,-0.001187,0,10.8948421,1.22e-05,-1.22e-05,0,2.0719394,0.1302194,-0.1302194,0,3168.3853584,83.03396,-83.03396,0,2.4691414,0.2826709,-0.2826709,0,5.5137471,390.8242112,11.0402,0.007,-0.007,0,36.0118,0.0295,-0.0295,0,3618.0,157.0,-157.0,0,4.79432,0.0053759,-0.0053759,0,0.435666,0.0129388,-0.0129388,0
4,197.996583,65.833697,-150.652,0.0,-25.368,0.039,-0.039,0.0,2459630.046434,0.002465,-0.002465,0,18.8016111,5.32e-05,-5.32e-05,0,1.9093524,0.2463772,-0.2463772,0,1686.7881033,111.67929,-111.67929,0,1.9112282,0.3172636,-0.3172636,0,2.6636757,325.8292621,11.0402,0.007,-0.007,0,36.0118,0.0295,-0.0295,0,3618.0,157.0,-157.0,0,4.79432,0.0053759,-0.0053759,0,0.435666,0.0129388,-0.0129388,0
3,287.708814,47.33305,-1.061654823059361,0.0,-9.084782819634704,0.21951769406392693,-0.21951769406392693,0.0,2459425.412816,0.004636,-0.004636,0,6.7900981,1.45e-05,-1.45e-05,0,6.0786576,0.1479155,-0.1479155,0,2158.1733568,56.62805,-56.62805,0,9.7548481,0.5910394,-0.5910394,0,477.5289979,1192.2564672,11.636,0.036,-0.036,0,475.97416882599276,20.01366261459135,-20.01366261459135,0,6378.0,25.0,-25.0,0,4.438,0.1800801672260612,-0.1800801672260612,0,2.00068,0.103465,-0.103465,0
4,198.388583,62.30538,-66.989,0.0,-15.318,0.065,-0.065,0.0,2460359.607231,0.00028,-0.00028,0,8.157721,2.3e-06,-2.3e-06,0,3.788,0.046,-0.046,0,10273.0,64.4301,-64.4301,0,9.31888,0.554542,-0.554542,0,91.0972,860.0,10.1495,0.006,-0.006,0,109.557,0.5425,-0.5425,0,5091.2,83.2,-83.2,0,4.47,0.08,-0.08,0,0.9,0.05,-0.05,0
1,249.69664,64.559181,-40.011,0.0,107.858,0.056,-0.056,0.0,2458686.60881,0.000643,-0.000643,0,4.2529641,5.9e-06,-5.9e-06,0,2.5733867,0.2145938,-0.2145938,0,758.584999,26.058401,-26.058401,0,2.3483383,0.7878943,-0.7878943,0,231.2034004,994.5309519,10.9897,0.006,-0.006,0,172.138,0.693,-0.693,0,5591.0,185.0,-185.0,0,4.38111,0.1800801672260612,-0.1800801672260612,0,0.848906,0.0452839,-0.0452839,0
1,249.69664,64.559181,-40.011,0.0,107.858,0.056,-0.056,0.0,2459739.097032,0.003466,-0.003466,0,9.2378703,5.34e-05,-5.34e-05,0,2.535,0.305,-0.305,0,660.0,0.942831,-0.942831,0,2.22995,0.14957,-0.14957,0,54.6767,757.0,10.9897,0.006,-0.006,0,172.138,0.693,-0.693,0,5591.0,185.0,-185.0,0,4.38111,0.1800801672260612,-0.1800801672260612,0,0.85,0.05,-0.05,0
4,15.551889,-61.756133,78.858,0.0,-27.095,0.064,-0.064,0.0,2458325.650603,0.000243,-0.000243,0,3.7955178,2.3e-06,-2.3e-06,0,2.0198135,0.0315755,-0.0315755,0,52278.9940979,560.4189,-560.4189,0,10.3261619,0.3307839,-0.3307839,0,18.0832336,525.9431131,14.1266,0.007,-0.007,0,140.225,0.86,-0.86,0,3424.0,209.6249018177751,-209.6249018177751,0,4.438,0.1800801672260612,-0.1800801672260612,0,0.445372,0.01356,-0.01356,0
2,293.032494,74.891073,-12.978,0.0,-13.983,0.041,-0.041,0.0,2459695.445887,0.00047,-0.00047,0,14.3034613,2.6e-06,-2.6e-06,0,3.135,0.01,-0.01,0,48840.0,0.239763,-0.239763,0,18.4949,1.14648,-1.14648,0,15.38,551.0,11.463,0.006,-0.006,0,171.138,0.664,-0.664,0,5056.6,91.3,-91.3,0,4.53,0.09,-0.09,0,0.83,0.05,-0.05,0
3,203.509956,53.728188,-85.877,0.0,-78.913,0.038,-0.038,0.0,2459657.449461,0.001221,-0.001221,0,6.1349783,1.65e-05,-1.65e-05,0,5.661,0.775,-0.775,0,3860.0,1.36645,-1.36645,0,13.1383,0.760486,-0.760486,0,861.554,1509.0,7.4556,0.006,-0.006,0,92.2589,0.2358,-0.2358,0,5828.7,80.0,-80.0,0,3.84,0.08,-0.08,0,2.05,0.11,-0.11,0
4,199.196204,49.861059,-63.3,0.0,4.659,0.03,-0.03,0.0,2459661.401357,0.001733,-0.001733,0,3.3159772,7.4e-06,-7.4e-06,0,1.494,0.364,-0.364,0,2770.0,4.86911,-4.86911,0,4.5947,0.346084,-0.346084,0,120.595,923.0,11.0244,0.006,-0.006,0,137.572,0.402,-0.402,0,4972.7,61.9,-61.9,0,4.54,0.09,-0.09,0,0.81,0.05,-0.05,0
4,214.120856,58.390253,37.07,0.0,-44.439,0.072,-0.072,0.0,2459684.920137,0.001523,-0.001523,0,4.6313014,8.8e-06,-8.8e-06,0,1.435,0.232,-0.232,0,4860.0,77.7533,-77.7533,0,9.34848,1.12279,-1.12279,0,225.013,1078.0,10.418,0.006,-0.006,0,177.118,1.214,-1.214,0,5736.0,164.8,-164.8,0,4.39,0.07,-0.07,0,1.07,0.05,-0.05,0
1,254.816154,65.747438,-72.167,0.0,74.449,0.056,-0.056,0.0,2459736.340774,0.000421,-0.000421,0,19.3203478,1.26e-05,-1.26e-05,0,4.215,0.074,-0.074,0,13910.0,0.655116,-0.655116,0,9.38964,0.690442,-0.690442,0,13.544,534.0,11.8994,0.006,-0.006,0,178.141,0.957,-0.957,0,4968.1,172.4,-172.4,0,4.5,0.1,-0.1,0,0.8,0.06,-0.06,0
1,172.747799,66.796529,-50.76,0.0,-14.091,0.042,-0.042,0.0,2460319.121018,0.002961,-0.002961,0,14.8559691,4.58e-05,-4.58e-05,0,3.711,0.795,-0.795,0,1127.0,52.7204,-52.7204,0,2.72638,0.161429,-0.161429,0,64.0545,788.0,9.76775,0.006,-0.006,0,100.772,0.2265,-0.2265,0,5544.0,120.311,-120.311,0,4.5609,0.0776004,-0.0776004,0,0.86,0.04,-0.04,0
4,320.478444,35.648625,-89.556,0.0,-46.868,0.039,-0.039,0.0,2459826.540249,0.001676,-0.001676,0,14.4751062,1.79e-05,-1.79e-05,0,1.6182484,0.098467,-0.098467,0,9618.5798534,447.69815,-447.69815,0,8.6976173,9.471797,-9.471797,0,6.5402175,407.866275,11.7819,0.007,-0.007,0,75.5759,0.15495,-0.15495,0,3841.0,157.0,-157.0,0,4.69364,0.0093439,-0.0093439,0,0.55035,0.0160576,-0.0160576,0
1,185.062873,56.201409,-130.485,0.0,60.603,0.034,-0.034,0.0,2459659.673503,0.001828,-0.001828,0,9.6142606,4.97e-05,-4.97e-05,0,2.86,0.768,-0.768,0,1190.0,4.25367,-4.25367,0,3.09223,0.245228,-0.245228,0,104.51,890.0,9.99454,0.006,-0.006,0,107.055,0.285,-0.285,0,5477.0,120.112,-120.112,0,4.5707,0.0797127,-0.0797127,0,0.84,0.04,-0.04,0
1,79.520938,-80.964384,-49.146,0.0,45.307,0.046,-0.046,0.0,2460175.867159,0.001299,-0.001299,0,4.9404714,7.1e-06,-7.1e-06,0,1.954,0.417,-0.417,0,455.0,17.088,-17.088,0,2.3216,0.116622,-0.116622,0,320.012,1178.0,7.9849,0.006,-0.006,0,68.4727,0.119,-0.119,0,6086.0,193.0,-193.0,0,4.26269,0.26143,-0.26143,0,1.13,0.05,-0.05,0
1,291.465322,61.776153,18.992,0.0,-23.14,0.043,-0.043,0.0,2459757.491873,0.001225,-0.001225,0,9.692636,2.08e-05,-2.08e-05,0,2.773,0.198,-0.198,0,1840.0,0.594197,-0.594197,0,3.21431,0.252417,-0.252417,0,28.0951,641.0,10.6355,0.006,-0.006,0,92.4381,0.1706,-0.1706,0,4665.0,128.1,-128.1,0,4.56182,0.0958392,-0.0958392,0,0.75,0.06,-0.06,0
1,199.442645,71.721051,-13.194,0.0,-12.668,0.035,-0.035,0.0,2460351.314066,0.006761,-0.006761,0,6.390888,3.84e-05,-3.84e-05,0,3.766,0.441,-0.441,0,435.0,21.7509,-21.7509,0,2.47201,0.145844,-0.145844,0,376.532,1227.0,9.6635,0.007,-0.007,0,178.259,0.667,-0.667,0,6191.0,127.462,-127.462,0,4.27017,0.0829287,-0.0829287,0,1.32,0.06,-0.06,0
3,314.268523,31.661019,5.581,0.0,2.409,0.04,-0.04,0.0,2459445.892853,0.000301,-0.000301,0,0.9689927,5e-07,-5e-07,0,2.5496309,0.0150296,-0.0150296,0,13532.9710157,89.12011,-89.12011,0,17.1331258,0.7765522,-0.7765522,0,6992.032823,2332.2259008,11.4373,0.012,-0.012,0,444.586,5.5075,-5.5075,0,6430.0,139.015,-139.015,0,4.25113,0.0892557,-0.0892557,0,1.41398,0.0637136,-0.0637136,0
3,324.535978,30.488188,-80.395,0.0,-126.972,0.148,-0.148,0.0,2459836.036852,0.000143,-0.000143,0,10.3385897,3.4e-06,-3.4e-06,0,3.912,0.029,-0.029,0,18010.0,138.088,-138.088,0,11.3892,0.533243,-0.533243,0,65.6836,793.0,9.7525,0.006,-0.006,0,92.3831,0.48265,-0.48265,0,5336.96,105.031,-105.031,0,4.55466,0.0770342,-0.0770342,0,0.84,0.04,-0.04,0
2,311.513651,56.86715,50.569,0.0,188.287,0.033,-0.033,0.0,2458711.815604,0.003346,-0.003346,0,1.283251,0.0003064,-0.0003064,0,2.012261,0.3679059,-0.3679059,0,1961.318203,136.80847,-136.80847,0,2.558112,0.8317096,-0.8317096,0,172.0252913,923.6720985,12.5313,0.007,-0.007,0,110.246,0.224,-0.224,0,3855.0,157.0,-157.0,0,4.68499,0.0098489,-0.0098489,0,0.560391,0.0165845,-0.0165845,0
2,316.86724,46.865373,24.522,0.0,98.034,0.045,-0.045,0.0,2458712.3664,0.002609,-0.002609,0,1.2284388,0.0002573,-0.0002573,0,1.9190118,0.6503655,-0.6503655,0,1229.4965125,129.57385,-129.57385,0,1.866263,1.8184054,-1.8184054,0,118.2802346,841.1003116,10.9313,0.007,-0.007,0,41.9934,0.04955,-0.04955,0,3526.0,157.0,-157.0,0,4.71105,0.0088854,-0.0088854,0,0.53023,0.015565,-0.015565,0
5,310.953619,59.576628,4.308,0.0,5.852,0.043,-0.043,0.0,2460366.738766,0.000475,-0.000475,0,0.6166949,4e-07,-4e-07,0,0.638,0.144,-0.144,0,855.0,99.495,-99.495,0,6.07934,0.357159,-0.357159,0,4588.61,2292.0,10.1653,0.006,-0.006,0,278.771,1.735,-1.735,0,6588.0,247.617,-247.617,0,4.1855,0.0974791,-0.0974791,0,1.57,0.07,-0.07,0
1,308.747621,63.474938,33.773,0.0,-88.306,0.054,-0.054,0.0,2459828.256927,0.003453,-0.003453,0,9.6001126,1.79e-05,-1.79e-05,0,4.9882857,0.263009,-0.263009,0,380.4193796,17.114367,-17.114367,0,2.4070295,0.5648838,-0.5648838,0,193.1543783,950.8147029,8.593,0.006,-0.006,0,92.7225,0.23245,-0.23245,0,5891.0,124.622,-124.622,0,4.30161,0.0816856,-0.0816856,0,1.2103699,0.0578543,-0.0578543,0
4,313.167029,65.608783,43.253,0.0,-68.614,0.056,-0.056,0.0,2460445.649979,0.000633,-0.000633,0,2.6998294,3.6e-06,-3.6e-06,0,2.208,0.245,-0.245,0,2798.0,38.5565,-38.5565,0,4.94551,0.261301,-0.261301,0,1198.41,1639.0,9.93119,0.006,-0.006,0,114.865,0.3215,-0.3215,0,6180.0,362.01,-362.01,0,4.57956,0.106778,-0.106778,0,0.92,0.05,-0.05,0
2,307.210941,33.413959,-76.25,0.0,-117.93,2.0,-2.0,0.0,2458711.410631,0.002166,-0.002166,0,0.581322,9.82e-05,-9.82e-05,0,1.3261177,0.5156573,-0.5156573,0,3206.6010016,370.79492,-370.79492,0,2.2014886,1.4735351,-1.4735351,0,194.5178158,952.4881815,12.9984,0.007,-0.007,0,89.21544,20.01366261459135,-20.01366261459135,0,3446.0,157.0,-157.0,0,4.83941,0.0029626,-0.0029626,0,0.38621,0.0118685,-0.0118685,0
4,0.185606,-54.830823,-202.815,0.0,-71.518,0.029,-0.029,0.0,2460205.646862,0.000584,-0.000584,0,0.980972,5e-07,-5e-07,0,0.5405036,0.0262389,-0.0262389,0,6178.392421,60.235405,-60.235405,0,5.9162923,0.7808294,-0.7808294,0,719.5629045,1320.951709,9.9005,0.006,-0.006,0,61.7856,0.0805,-0.0805,0,4486.0,175.0,-175.0,0,4.49914,0.338797,-0.338797,0,0.764401,0.0628191,-0.0628191,0
3,291.03231,49.040213,-7.334,0.0,-10.43,0.048,-0.048,0.0,2460351.621372,0.004293,-0.004293,0,5.3987396,3.18e-05,-3.18e-05,0,3.12,0.513,-0.513,0,350.0,22.2442,-22.2442,0,2.19583,0.15364,-0.15364,0,315.605,1174.0,9.50898,0.006,-0.006,0,144.166,0.435,-0.435,0,5875.23,137.941,-137.941,0,4.26474,0.0802204,-0.0802204,0,1.26,0.07,-0.07,0
1,245.818009,62.925121,-5.999,0.0,13.59,0.052,-0.052,0.0,2459734.427241,0.003035,-0.003035,0,7.16199,3.16e-05,-3.16e-05,0,7.668,0.348,-0.348,0,800.0,0.170833,-0.170833,0,5.05452,0.244184,-0.244184,0,1230.42,1649.0,10.8722,0.006,-0.006,0,428.123,4.5455,-4.5455,0,6229.0,123.8,-123.8,0,4.0,0.08,-0.08,0,1.81,0.08,-0.08,0
2,253.14033,57.97415,3.224,0.0,33.814,0.301,-0.301,0.0,2460351.142333,0.001809,-0.001809,0,1.4412175,4.6e-06,-4.6e-06,0,1.666,0.134,-0.134,0,12927.0,423.876,-423.876,0,17.0442,0.982769,-0.982769,0,1160.55,1626.0,9.84566,0.006,-0.006,0,190.403,4.476,-4.476,0,5672.9,168.9,-168.9,0,4.13,0.08,-0.08,0,1.46,0.08,-0.08,0
1,230.310094,63.565285,20.745,0.0,-37.786,0.052,-0.052,0.0,2459689.485255,0.001219,-0.001219,0,1.6849938,2.7e-06,-2.7e-06,0,0.916,0.174,-0.174,0,990.0,1.73121,-1.73121,0,3.76716,0.241205,-0.241205,0,342.918,1198.0,10.8605,0.006,-0.006,0,239.983,1.52,-1.52,0,5923.0,128.1,-128.1,0,4.38,0.08,-0.08,0,1.11,0.05,-0.05,0
4,223.092641,70.476557,-19.069,0.0,-2.555,0.045,-0.045,0.0,2459663.161776,0.000592,-0.000592,0,3.9152737,4e-06,-4e-06,0,2.562,0.118,-0.118,0,3350.0,0.534017,-0.534017,0,9.43435,0.490566,-0.490566,0,311.498,1170.0,10.9458,0.007,-0.007,0,332.648,2.286,-2.286,0,5714.0,126.4,-126.4,0,4.05,0.08,-0.08,0,1.58,0.08,-0.08,0
1,256.672203,67.871503,-7.353,0.0,8.48,0.058,-0.058,0.0,2459913.379043,0.000486,-0.000486,0,3.1968838,7e-07,-7e-07,0,3.7533697,0.012103,-0.012103,0,7958.980656,22.66786,-22.66786,0,14.9685779,0.6826442,-0.6826442,0,1843.1329908,1671.1249287,10.7973,0.007,-0.007,0,388.227,4.4475,-4.4475,0,6470.0,129.5,-129.5,0,4.15,0.09,-0.09,0,1.59715,0.0727236,-0.0727236,0
4,256.770639,70.238481,-21.245,0.0,-6.793,0.046,-0.046,0.0,2459766.962599,0.00026,-0.00026,0,3.9443668,1e-06,-1e-06,0,4.8652146,0.0163312,-0.0163312,0,6732.488454,20.23155,-20.23155,0,14.5727196,0.7854702,-0.7854702,0,1078.5986988,1461.6208264,10.8041,0.006,-0.006,0,323.265,2.821,-2.821,0,5494.0,125.8,-125.8,0,3.93,0.08,-0.08,0,1.75475,0.0942867,-0.0942867,0
2,195.821133,67.823436,-13.9,0.0,5.9,2.1,-2.1,0.0,2458686.93866,0.0005,-0.0005,0,3.93034,7e-05,-7e-05,0,3.667,0.052,-0.052,0,9724.58,0.581995,-0.581995,0,14.8838,1.481857536021982,-1.481857536021982,0,815.91,1284.626968292529,10.9873,0.014,-0.014,0,283.32,20.01366261459135,-20.01366261459135,0,6292.0,209.6249018177751,-209.6249018177751,0,4.305148136020152,0.1800801672260612,-0.1800801672260612,0,1.37,0.07458443695733533,-0.07458443695733533,0
4,241.322901,70.19004,-36.41,0.0,43.934,0.035,-0.035,0.0,2459764.419877,0.000405,-0.000405,0,4.5371361,1.8e-06,-1.8e-06,0,4.042155,0.0280035,-0.0280035,0,4199.7558754,24.031218,-24.031218,0,9.8153513,0.4877107,-0.4877107,0,732.0077048,1326.6264827,10.9585,0.006,-0.006,0,319.036,1.9895,-1.9895,0,5731.0,124.6,-124.6,0,4.1,0.08,-0.08,0,1.48668,0.0724271,-0.0724271,0
2,286.74788,71.7136,-1.061654823059361,0.0,-9.084782819634704,0.21951769406392693,-0.21951769406392693,0.0,2459599.130762,0.000559,-0.000559,0,5.929405,8.4e-06,-8.4e-06,0,3.719,0.398,-0.398,0,16410.0,212.131,-212.131,0,10.37830827575075,1.481857536021982,-1.481857536021982,0,2199.2662033948973,1284.626968292529,10.451,0.0,0.0,0,475.97416882599276,20.01366261459135,-20.01366261459135,0,5801.67330950679,209.6249018177751,-209.6249018177751,0,4.305148136020152,0.1800801672260612,-0.1800801672260612,0,1.4046020899399398,0.07458443695733533,-0.07458443695733533,0
4,12.546778,-83.743767,139.424,0.0,30.476,0.042,-0.042,0.0,2459368.982611,0.003498,-0.003498,0,14.3392065,3e-05,-3e-05,0,4.5868204,0.2538803,-0.2538803,0,398.599933,12.749212,-12.749212,0,2.3144921,0.5374176,-0.5374176,0,118.7539364,841.9411827,7.4371,0.006,-0.006,0,57.5846,0.0945,-0.0945,0,6295.7,56.481,-56.481,0,4.438,0.1800801672260612,-0.1800801672260612,0,1.1374201,0.0451659,-0.0451659,0
3,216.523825,59.444274,-19.45,0.0,6.179,0.042,-0.042,0.0,2460362.532194,0.001775,-0.001775,0,2.8716978,6.6e-06,-6.6e-06,0,4.556,0.077,-0.077,0,8575.0,161.601,-161.601,0,18.0395,0.769194,-0.769194,0,3429.37,2131.0,9.823,0.008,-0.008,0,321.376,2.4895,-2.4895,0,6840.0,128.8,-128.8,0,4.05,0.09,-0.09,0,1.91,0.08,-0.08,0
1,275.862543,71.581748,-43.319,0.0,85.838,0.045,-0.045,0.0,2459710.294209,0.00157,-0.00157,0,6.0964074,5.7e-06,-5.7e-06,0,2.3632965,0.0910878,-0.0910878,0,1142.4891745,32.002934,-32.002934,0,2.5856853,0.2982962,-0.2982962,0,69.8633506,737.3642914,10.5216,0.006,-0.006,0,90.8693,0.18925,-0.18925,0,4820.4,31.6,-31.6,0,4.6,0.09,-0.09,0,0.731699,0.0479774,-0.0479774,0
1,275.862543,71.581748,-43.319,0.0,85.838,0.045,-0.045,0.0,2458999.462385,0.009794,-0.009794,0,18.31002755100384,0.0003106085559205827,-0.0003106085559205827,0,8.0555709,0.5309882,-0.5309882,0,2143.3712267,288.6327,-288.6327,0,4.258255,0.4433341,-0.4433341,0,0.2347069,177.5215972,10.5216,0.006,-0.006,0,90.8693,0.18925,-0.18925,0,4820.4,31.6,-31.6,0,4.6,0.09,-0.09,0,0.731699,0.0479774,-0.0479774,0
1,264.378942,73.261193,-5.07,0.0,24.524,0.048,-0.048,0.0,2459738.402777,0.000217,-0.000217,0,5.6666168,1.8e-06,-1.8e-06,0,3.604,0.031,-0.031,0,9780.0,0.123059,-0.123059,0,14.8589,0.622276,-0.622276,0,442.536,1277.0,10.6724,0.006,-0.006,0,339.455,2.765,-2.765,0,6530.0,122.3,-122.3,0,4.23,0.08,-0.08,0,1.47,0.06,-0.06,0
2,301.717674,45.499227,6.48,0.0,7.159,0.04,-0.04,0.0,2458684.13635,0.00222,-0.00222,0,1.56029,0.00012,-0.00012,0,2.751,0.095,-0.095,0,1690.0,514.568,-514.568,0,18.4825,5.76818,-5.76818,0,38412.5,3900.0,9.87278,0.006,-0.006,0,387.708,3.995,-3.995,0,6897.0,143.0,-143.0,0,3.89,0.09,-0.09,0,2.29,0.09,-0.09,0
2,303.072972,44.495878,-40.227,0.0,-75.628,0.041,-0.041,0.0,2459434.724903,0.00203,-0.00203,0,8.8734854,4.31e-05,-4.31e-05,0,3.325,1.084,-1.084,0,1430.0,7.33395,-7.33395,0,5.10094,0.41591,-0.41591,0,282.782,1142.0,9.76577,0.006,-0.006,0,156.338,0.539,-0.539,0,5992.0,131.1,-131.1,0,4.34,0.08,-0.08,0,1.18,0.05,-0.05,0
2,282.474539,55.26639,0.76,0.0,-8.188,0.171,-0.171,0.0,2460477.917179,0.000639,-0.000639,0,7.8513729,7.2e-06,-7.2e-06,0,6.726,0.124,-0.124,0,21254.0,479.96,-479.96,0,10.37830827575075,1.481857536021982,-1.481857536021982,0,2199.2662033948973,1284.626968292529,10.3018,0.007,-0.007,0,875.061,74.2245,-74.2245,0,5801.67330950679,209.6249018177751,-209.6249018177751,0,4.305148136020152,0.1800801672260612,-0.1800801672260612,0,1.4046020899399398,0.07458443695733533,-0.07458443695733533,0
2,277.476856,61.049501,-3.507,0.0,8.286,0.054,-0.054,0.0,2459852.045455,0.000398,-0.000398,0,7.6869063,4.9e-06,-4.9e-06,0,4.652,0.146,-0.146,0,4500.0,269.038,-269.038,0,23.7824,1.481857536021982,-1.481857536021982,0,655.022,1409.0,10.0194,0.007,-0.007,0,364.477,3.2885,-3.2885,0,5147.3,155.8,-155.8,0,4.305148136020152,0.1800801672260612,-0.1800801672260612,0,3.07,0.07458443695733533,-0.07458443695733533,0
5,283.637489,59.763193,-0.2,0.0,29.6,4.1,-4.1,0.0,2459764.134636,0.000244,-0.000244,0,2.534612,9e-07,-9e-07,0,1.978,0.128,-0.128,0,5185.2815163,32.980328,-32.980328,0,10.37830827575075,1.481857536021982,-1.481857536021982,0,336.934,1193.0,10.7967,0.006,-0.006,0,475.97416882599276,20.01366261459135,-20.01366261459135,0,5009.6,67.6,-67.6,0,4.305148136020152,0.1800801672260612,-0.1800801672260612,0,1.4046020899399398,0.07458443695733533,-0.07458443695733533,0
2,306.425841,53.561615,-11.176,0.0,-3.928,0.047,-0.047,0.0,2459446.290468,0.002554,-0.002554,0,1.3797091,6.2e-06,-6.2e-06,0,2.352,0.106,-0.106,0,1320.0,462.85,-462.85,0,22.2329,6.4039,-6.4039,0,28702.5,3626.0,10.6168,0.006,-0.006,0,543.011,7.554,-7.554,0,5924.0,302.8,-302.8,0,3.68,0.09,-0.09,0,2.67,0.13,-0.13,0
2,292.50517,54.108503,-1.508,0.0,-1.715,0.053,-0.053,0.0,2458684.76284,0.00206,-0.00206,0,1.49861,0.00012,-0.00012,0,2.871,0.147,-0.147,0,2188.61,57.0363,-57.0363,0,10.37830827575075,1.481857536021982,-1.481857536021982,0,90202.8,4828.0,10.6229,0.011,-0.011,0,686.879,13.8835,-13.8835,0,8590.0,388.2,-388.2,0,4.12,0.07,-0.07,0,1.4046020899399398,0.07458443695733533,-0.07458443695733533,0
5,353.828713,-64.561917,192.826,0.0,-31.069,1.785,-1.785,0.0,2460173.338551,0.000383,-0.000383,0,6.2407826,1.8e-06,-1.8e-06,0,1.513,0.164,-0.164,0,6114.0,5396.79,-5396.79,0,16.0959,3.74619,-3.74619,0,41.7384,708.0,9.8567,0.006,-0.006,0,475.97416882599276,20.01366261459135,-20.01366261459135,0,4174.0,172.0,-172.0,0,4.34197,0.433401,-0.433401,0,0.9,0.19,-0.19,0
2,300.83864,53.29562,9.671,0.0,-14.426,0.128,-0.128,0.0,2458685.4705,0.00043,-0.00043,0,2.6796,3e-05,-3e-05,0,2.771,0.056,-0.056,0,7590.0,0.350176,-0.350176,0,11.8862,0.593028,-0.593028,0,823.434,1492.0,10.5742,0.006,-0.006,0,247.975,4.665,-4.665,0,5938.0,140.8,-140.8,0,4.23,0.08,-0.08,0,1.32,0.07,-0.07,0
5,294.722734,41.565154,5.862,0.0,6.005,0.046,-0.046,0.0,2459392.644018,0.000569,-0.000569,0,6.1406417,0.0001103,-0.0001103,0,2.3525428,0.0423357,-0.0423357,0,9437.1831553,160.83826,-160.83826,0,26.5174686,6.229911,-6.229911,0,2040.1072476,1714.087545,10.5819,0.008,-0.008,0,556.813,8.3835,-8.3835,0,8298.0,276.1,-276.1,0,4.19,0.08,-0.08,0,1.87493,0.0668316,-0.0668316,0
1,301.562631,52.164181,7.431,0.0,11.922,0.044,-0.044,0.0,2460349.704405,0.000773,-0.000773,0,11.0764955,9.3e-06,-9.3e-06,0,4.692,0.14,-0.14,0,4400.0,50.0679,-50.0679,0,12.8076,0.578892,-0.578892,0,189.348,1033.0,10.1098,0.006,-0.006,0,316.176,2.1845,-2.1845,0,6460.0,546.3,-546.3,0,4.0,0.08,-0.08,0,1.86,0.08,-0.08,0
2,303.824831,36.651807,5.7,0.0,0.9,1.3,-1.3,0.0,2458684.28928,0.00249,-0.00249,0,0.61944,5e-05,-5e-05,0,1.582,0.175,-0.175,0,1555.34,1.78212,-1.78212,0,6.24412,0.557919,-0.557919,0,18444.2,3246.0,9.6996,0.006,-0.006,0,303.313,20.01366261459135,-20.01366261459135,0,7812.5,329.0,-329.0,0,4.305148136020152,0.1800801672260612,-0.1800801672260612,0,1.44,0.12,-0.12,0
